id,name,source,prescription_required,retail_price,discounted_price,manufacturer,quantity,packaging_form,salts,base name,dosage form
source_2-39763,dolosmile rb tablet,source_2,True,86.0,70.52,migliore,Unknown,strip,aceclofenac 200.0 mg/rabeprazole 20.0 mg,dolosmile,tablet
source_7-90615,dolosmile sp tablet,source_7,True,69.0,66.9,migliore,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/serratiopeptidase 15.0 mg,dolosmile,tablet
source_7-90616,dolospa oral suspension,source_7,True,60.0,58.2,indus,30.0 ml,bottle,dicyclomine 10.0 mg/simethicone 40.0 mg,dolospa,suspension
source_2-39765,dolospan 100 mg injection,source_2,True,21.28,17.45,emcure,Unknown,vial,tramadol 100.0 mg,dolospan,injection
source_7-90618,dolospan 20 mg/100 mg tablet,source_7,True,145.61,128.08,emcure,Unknown,strip,dicyclomine 20.0 mg/nimesulide 100.0 mg,dolospan,tablet
source_2-39767,dolospan dp 10 mg/325 mg/375 mg tablet,source_2,True,75.0,61.5,emcure,Unknown,strip,domperidone 10.0 mg/paracetamol/acetaminophen 325.0 mg/t,dolospan,tablet
source_6-76000,dolospan dp strip of 10 tablets,source_6,True,75.0,66.0,emcure,10 tablets,strip,dicycloverine hydrochloride,dolospan,tablet
source_6-76001,dolospan injection 2 ml,source_6,True,21.28,18.73,emcure,2 ml,vial,tramadol 100.0 mg,dolospan,injection
source_6-76002,dolospan od strip of 10 tablets,source_6,True,91.11,80.18,emcure,10 tablets,strip,dexketoprofen 75.0 mg,dolospan,tablet
source_2-39768,dolospan od tablet,source_2,True,95.0,77.9,emcure,Unknown,strip,dexketoprofen 75.0 mg,dolospan,tablet
source_6-76003,dolospan p fizz 325/375 mg tablet 15,source_6,True,155.0,136.4,emcure,1000 tablets,strip,paracetamol/tramadol,dolospan,tablet
source_7-90620,dolospan p fizz tablet,source_7,True,145.61,128.08,emcure,Unknown,strip,tramadol 37.5 mg/paracetamol 325.0 mg,dolospan,tablet
source_6-76004,dolospan p fizz tablet 10,source_6,True,155.0,136.4,emcure,30 tablets,strip,paracetamol/tramadol,dolospan,tablet
source_2-39770,dolospan p tablet,source_2,True,55.0,45.1,emcure,Unknown,strip,paracetamol/acetaminophen 325.0 mg/tramadol 37.5 mg,dolospan,tablet
source_1-65280,dolospan p tablet 10's,source_1,True,55.0,48.4,emcure renal care,10 tablets,strip,paracetamol/tramadol,dolospan,tablet
source_1-65281,dolospan pfizz tablet 15's,source_1,True,155.0,136.4,emcure renal care,15 tablets,strip,acetaminophen 325.0 mg/tramadol hydrochloride 37.5 mg,dolospan,tablet
source_6-76006,dolospan sr strip of 10 tablets,source_6,True,145.0,127.6,emcure,10 tablets,strip,dexketoprofen,dolospan,tablet
source_6-76007,dolospan tablets,source_6,True,72.0,63.36,emcure,10 tablets,strip,nimesulide 100.0 mg/dicycloverine/dicyclomine 20.0 mg,dolospan,tablet
source_2-39771,dolospark 100 mg/325 mg tablet,source_2,True,7.8,6.4,spark medicare,Unknown,strip,aceclofenac 100.0 mg/paracetamol/acetaminophen 325.0 mg,dolospark,tablet
source_1-65282,dolosparksp 100 mg/325 mg/15 mg tablet 10's,source_1,True,80.0,70.4,spark medicare,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/serratiopeptidase 15.0 mg,dolospark,tablet
source_2-39772,dolosparksp tablet,source_2,True,14.0,11.48,spark medicare,Unknown,strip,aceclofenac 100.0 mg/paracetamol/acetaminophen 325.0 mg/,dolospark,tablet
source_6-76008,dolospark sp tablets,source_6,True,80.0,70.4,spark medicare,10 tablets,strip,aceclofenac 100.0 mg/serratiopeptidase 15.0 mg/paracetamol/acetaminophen 325.0 mg,dolospark,tablet
source_1-65283,dolospark tablet 10's,source_1,True,49.0,43.12,spark medicare,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg,dolospark,tablet
source_6-76009,dolospark tablets,source_6,True,49.0,43.12,spark medicare,10 tablets,strip,aceclofenac/paracetamol,dolospark,tablet
source_1-65284,dolosparkth tablet 10's,source_1,True,190.0,167.2,spark medicare,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/thiocolchicoside 4.0 mg,dolospark,tablet
source_7-90624,dolospas 20 mg/325 mg tablet,source_7,True,29.5,23.4,intas,10 tablets,strip,dicyclomine 20.0 mg/paracetamol 325.0 mg,dolospa,tablet
source_2-39773,dolospas 20 mg/500 mg drop,source_2,True,11.25,9.22,intas,Unknown,bottle,dicyclomine 20.0 mg/paracetamol/acetaminophen 500.0 mg,dolospa,oral drop
source_7-90626,dolospas 20 mg/500 mg tablet,source_7,True,35.0,33.9,intas,10 tablets,strip,dicyclomine 20.0 mg/paracetamol 500.0 mg,dolospa,tablet
source_6-76010,dolospas drops,source_6,True,13.57,11.53,intas,10.0 ml,bottle,dicycloverine/paracetamol,dolospa,oral drop
source_7-90627,dolospas spas oral drops,source_7,True,24.0,18.99,intas,10.0 ml,bottle,dicyclomine 10.0 mg/simethicone 40.0 mg,dolospa,oral drop
source_6-76011,dolospas tablet,source_6,True,72.0,61.2,intas,10 tablets,strip,dicycloverine/dicyclomine 20.0 mg/paracetamol/acetaminophen 500.0 mg,dolospa,tablet
source_7-90628,dolostan tablet,source_7,True,19.9,19.3,stanford,10 tablets,strip,mefenamic acid 250.0 mg,dolostan,tablet
source_2-39776,dolostat 100 mg tablet,source_2,True,35.0,28.7,blue cross,Unknown,strip,aceclofenac 100.0 mg,dolostat,tablet
source_7-90630,dolostat 200 mg tablet sr,source_7,True,31.95,31.0,blue cross,10 tablets,strip,aceclofenac 200.0 mg,dolostat,tablet
source_6-76013,dolostat 200 mg tablet sr 10,source_6,True,36.0,31.68,blue cross,10 tablets,strip,aceclofenac 200.0 mg,dolostat,tablet
source_6-76014,dolostat gel 30 gm,source_6,True,68.0,57.8,blue cross,30.0 g,tube,diclofenac 1.2 %/methyl salicylate 5.0 %/menthol 5.0 %/linseed oil 3.0 %/capsaicin 0.0 %,dolostat,gel
source_7-90631,dolostat mr 100 mg/325 mg/500 mg tablet,source_7,True,54.0,45.9,blue cross,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/chlorzoxazone 500.0 mg,dolostat,tablet
source_6-76015,dolostat mr strip of 10 tablets,source_6,True,54.0,47.52,blue cross,10 tablets,strip,aceclofenac 100.0 mg/chlorzoxazone 500.0 mg/paracetamol/acetaminophen 325.0 mg,dolostat,tablet
source_1-65286,dolostat mr tablet 10's,source_1,True,54.0,47.5,blue cross,10 tablets,strip,aceclofenac 100.0 mg/chlorzoxazone 500.0 mg/paracetamol 325.0 mg,dolostat,tablet
source_7-90632,dolostat pc 100 mg/325 mg tablet,source_7,True,29.5,26.1,blue cross,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg,dolostat,tablet
source_6-76016,dolostat pc strip of 10 tablets,source_6,True,29.5,25.96,blue cross,10 tablets,strip,aceclofenac 100.0 mg/paracetamol/acetaminophen 325.0 mg,dolostat,tablet
source_1-65287,dolostat pc tablet 10's,source_1,True,29.5,26.0,blue cross,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg,dolostat,tablet
source_7-90633,dolostat plus 100 mg/325 mg/10 mg tablet,source_7,True,32.0,31.0,blue cross,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/rabeprazole 10.0 mg,dolostat,tablet
source_6-76017,dolostat plus gel,source_6,True,80.0,80.0,blue cross,30.0 g,tube,capsaicin/diclofenac/linseed oil/menthol/methyl salcylate,dolostat,gel
source_7-90634,dolostat plus r capsule sr,source_7,True,65.0,63.0,blue cross,10 capsules,strip,aceclofenac 200.0 mg/rabeprazole 20.0 mg,dolostat,capsule
source_6-76018,dolostat plus r strip of 10 capsules,source_6,True,78.0,68.64,blue cross,10 capsules,strip,rabeprazole 20.0 mg/aceclofenac 200.0 mg,dolostat,capsule
source_6-76019,dolostat plus tablets,source_6,True,82.99,73.03,blue cross,10 tablets,strip,aceclofenac/paracetamol/rabeprazole,dolostat,tablet
source_7-90635,dolostat r 200 mg/20 mg capsule,source_7,True,71.0,70.2,blue cross,10 capsules,strip,aceclofenac 200.0 mg/rabeprazole 20.0 mg,dolostat,capsule
source_1-65288,dolostat r capsule 10's,source_1,True,78.0,68.6,blue cross,10 capsules,strip,aceclofenac 200.0 mg/rabeprazole 20.0 mg,dolostat,capsule
source_6-76020,dolostat r strip of 10 capsules,source_6,True,71.0,71.0,blue cross,10 capsules,strip,rabeprazole 20.0 mg/aceclofenac 200.0 mg,dolostat,capsule
source_6-76021,dolostat sp strip of 10 tablets,source_6,True,54.0,47.52,blue cross,10 tablets,strip,aceclofenac 100.0 mg/serratiopeptidase 15.0 mg/paracetamol/acetaminophen 325.0 mg,dolostat,tablet
source_2-39782,dolostat sp tablet,source_2,True,39.0,31.98,blue cross,Unknown,strip,aceclofenac 100.0 mg/paracetamol/acetaminophen 500.0 mg/,dolostat,tablet
source_1-65289,dolostatsp tablet 10's,source_1,True,54.0,47.5,blue cross,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/serratiopeptidase 15.0 mg,dolostat,tablet
source_1-65290,dolosun tablet,source_1,True,18.0,15.84,sun,10 tablets,strip,caffeine 25.0 mg/paracetamol 325.0 mg,dolosun,tablet
source_7-90637,dolosure 100 mg tablet sr,source_7,True,49.0,47.5,amwin,10 tablets,strip,diclofenac 100.0 mg,dolosure,tablet
source_7-90638,dolosure aq 75 mg injection,source_7,True,17.4,16.9,amwin,30 ml,vial,diclofenac 75.0 mg/ml,dolosure,injection
source_2-39785,dolosuredt tablet,source_2,True,32.0,26.24,growmax medicare,Unknown,strip,piroxicam 20.0 mg,dolosure,tablet
source_6-76022,doloswift 2 mg injection 2 ml,source_6,True,14.0,12.32,ind swift,2 ml,vial,piroxicam,doloswift,injection
source_7-90640,doloswift 20 mg capsule,source_7,True,4.68,4.5,ind swift,10 capsules,strip,piroxicam 20.0 mg,doloswift,capsule
source_6-76023,doloswift 20 mg capsules,source_6,True,279.0,245.52,ind swift,10 capsules,strip,piroxicam 20.0 mg,doloswift,capsule
source_2-39787,doloswift 20 mg injection,source_2,True,14.2,11.64,ind swift,Unknown,vial,piroxicam 20.0 mg,doloswift,injection
source_7-90642,doloswift 20 mg tablet dt,source_7,True,3.75,3.6,ind swift,10 tablets,strip,piroxicam 20.0 mg,doloswift,tablet
source_7-90643,doloswift 50 mg tablet,source_7,True,145.61,128.08,cell salve,Unknown,strip,tapentadol 50.0 mg,doloswift,tablet
source_1-65292,doloswift 50 tablet 10's,source_1,True,279.0,245.5,cell salve,10 tablets,strip,tapentadol 50.0 mg,doloswift,tablet
source_6-76024,doloswift dt 20 mg tablet,source_6,True,35.0,30.8,ind swift,10 tablets,strip,piroxicam 20.0 mg,doloswift,tablet
source_1-65293,doloswin 650 mg tablet,source_1,True,18.75,16.5,indmark,10 tablets,strip,paracetamol 650.0 mg,doloswin,tablet
source_7-90645,dolosys mr 100 mg/325 mg/250 mg tablet,source_7,True,80.0,77.6,curelife,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/chlorzoxazone 250.0 mg,dolosy,tablet
source_7-90646,dolotejaqua injection,source_7,True,31.0,30.1,oxyzeal,1 ml,vial,diclofenac 75.0 mg,dolotej,injection
source_1-65294,doloten 20 mg injection,source_1,True,25.0,22.0,tuttsan,2 ml,vial,piroxicam 20.0 mg,doloten,injection
source_7-90648,dolotez gel,source_7,True,99.0,96.0,oxyzeal,30.0 g,tube,diclofenac 1.2 % w/w/capsaicin 0.0 % w/w/methyl salicylate 10.0 % w/w/menthol 5.0 % w/w/linseed oil 3.0 % w/w,dolotez,gel
source_6-76025,dolotop cream 15 gm,source_6,True,24.0,21.12,commonwealth,15.0 g,tube,capsicum oleoresin/menthol/methyl salcylate/piroxicam,dolotop,cream
source_6-76026,dolotop cream 5 gm,source_6,True,19.0,16.72,commonwealth,5.0 g,tube,capsicum oleoresin/menthol/methyl salcylate/piroxicam,dolotop,cream
source_6-76027,dolotrag p tablets,source_6,True,145.61,128.08,agron remedies,10 tablets,strip,paracetamol/tramadol,dolotrag,tablet
source_2-39790,dolotram 100 mg injection,source_2,True,24.75,20.3,sun,Unknown,vial,tramadol 100.0 mg,dolotram,injection
source_6-76028,dolotram 100 mg injection 2 ml,source_6,True,24.75,21.78,ranbaxy sun,2 ml,vial,tramadol 100.0 mg,dolotram,injection
source_2-39791,dolotram 50 mg capsule,source_2,True,58.28,47.79,sun,Unknown,strip,tramadol 50.0 mg,dolotram,capsule
source_6-76029,dolotram 50 mg capsules,source_6,True,57.0,50.16,ranbaxy sun,10 capsules,strip,tramadol 50.0 mg,dolotram,capsule
source_2-39792,dolotram 50 mg injection,source_2,True,14.52,11.91,sun,Unknown,vial,tramadol 50.0 mg,dolotram,injection
source_6-76030,dolotram 50 mg injection 1 ml,source_6,True,14.52,12.78,ranbaxy sun,1 ml,vial,tramadol 50.0 mg,dolotram,injection
source_7-90649,dolotrap 375 mg/325 mg tablet,source_7,True,145.61,128.08,integra,Unknown,strip,tramadol 37.5 mg/paracetamol 325.0 mg,dolotrap,tablet
source_1-65295,dolotrap tablet 10's,source_1,True,80.0,70.4,integral,10 tablets,strip,paracetamol 325.0 mg/tramadol 37.5 mg,dolotrap,tablet
source_2-39794,dolotrol 100 mg tablet sr,source_2,True,109.0,89.38,pulse,Unknown,strip,tramadol 100.0 mg,dolotrol,tablet
source_7-90651,dolotrol 50 mg tablet,source_7,True,145.61,128.08,pulse,Unknown,strip,tramadol 50.0 mg,dolotrol,tablet
source_7-90652,dolotus aqua 75 mg injection,source_7,True,145.61,128.08,aptus,Unknown,vial,diclofenac 75.0 mg,dolotu,injection
source_6-76031,dolotus aqua 75 mg injection 1 ml,source_6,True,15.35,13.51,aptus,1 ml,vial,diclofenac 75.0 mg,dolotu,injection
source_7-90653,dolotus p syrup,source_7,False,145.61,39.9,aptus,60.0 ml,bottle,paracetamol 250.0 mg/5 ml,dolotu,syrup
source_7-90654,dolotus p tablet,source_7,True,38.9,37.7,aptus,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 500.0 mg,dolotu,tablet
source_1-65296,dolotusp tablet 10's,source_1,True,49.0,43.1,aptus,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg,dolotu,tablet
source_6-76032,dolotus sf syrup 100 ml,source_6,True,113.0,99.44,micro,100.0 ml,bottle,levocloperastine fendizoate 20.0 mg,dolotu,syrup
source_7-90655,dolotus sp tablet,source_7,True,145.61,63.9,aptus,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/serratiopeptidase 15.0 mg,dolotu,tablet
source_6-76033,dolotuss sf bottle of 100 ml suspension,source_6,True,123.0,108.24,micro,100.0 ml,bottle,levocloperastine fendizoate 20.0 mg/5 ml,dolotus,suspension
source_1-65297,dolotuss sf oral suspension 100 ml,source_1,True,134.0,117.9,micro,100.0 ml,bottle,levocloperastine fendizoate 20.0 mg,dolotus,suspension
source_7-90656,dolotuss sf oral suspension sugar free,source_7,True,134.0,107.1,micro,100.0 ml,bottle,levocloperastine 20.0 mg/5 ml,dolotus,suspension
source_6-76034,dolotuss sugar free bottle of 100 ml suspension,source_6,True,113.0,100.57,micro,100.0 ml,bottle,levocloperastine fendizoate 20.0 mg,dolotus,suspension
source_2-39800,dolotuss suspension,source_2,True,92.0,75.44,micro,Unknown,bottle,levocloperastine 20.0 mg/5 ml,dolotus,suspension
source_1-65298,dolour 100 mg tablet,source_1,True,39.0,34.32,savior,10 tablets,strip,aceclofenac 100.0 mg,dolour,tablet
source_6-76035,dolour 100 mg tablets,source_6,True,104.0,91.52,savior,10 tablets,strip,aceclofenac 100.0 mg,dolour,tablet
source_6-76036,dolour x tablets,source_6,True,53.0,46.64,unknown,10 tablets,strip,aceclofenac/paracetamol,dolour,tablet
source_2-39801,dolout p 325 mg/375 mg tablet,source_2,True,38.46,31.54,ttk,Unknown,strip,paracetamol/acetaminophen 325.0 mg/tramadol 37.5 mg,dolout,tablet
source_7-90658,dolout p 375 mg/325 mg tablet,source_7,True,145.61,128.08,ttk,Unknown,strip,tramadol 37.5 mg/paracetamol 325.0 mg,dolout,tablet
source_6-76037,dolout p tablets,source_6,True,40.0,35.2,ttk,10 tablets,strip,tramadol 37.5 mg/paracetamol/acetaminophen 325.0 mg,dolout,tablet
source_7-90659,doloval 10 mg tablet,source_7,True,145.61,128.08,elder,Unknown,strip,valdecoxib 10.0 mg,doloval,tablet
source_6-76038,doloval 10 mg tablet 10,source_6,True,29.0,25.52,elder,10 tablets,strip,valdecoxib 10.0 mg,doloval,tablet
source_7-90660,dolovay 50 injection,source_7,True,120.0,116.0,anevay,1 ml,vial,nandrolone decanoate 50.0 mg,dolovay,injection
source_2-39802,dolovent 20 mg tablet dt,source_2,True,68.0,55.76,univentis medicare,Unknown,strip,piroxicam 20.0 mg,dolovent,tablet
source_1-65300,dolovera gel 30 gm,source_1,False,99.5,87.6,adinos,30.0 g,tube,aloe vera 2.0 %w/w/diclofenac sodium 1.0 %w/w/menthol 5.0 %w/w/methyl salicylate 15.0 %w/w,dolovera,gel
source_6-76039,dolovera tube of 30 gm gel,source_6,False,98.5,86.68,denzai,30.0 g,tube,diclofenac 1.2 %w/w/menthol 5.0 %w/w/methyl salicylate 15.0 %w/w/aloe vera 2.0 %w/w,dolovera,gel
source_6-76040,dolovij oint,source_6,True,145.61,128.08,agron remedies,30.0 g,tube,diclofenac/linseed oil/menthol/methyl salicylate,dolovij,ointment
source_6-76041,dolovis r 200/20 mg capsule 10,source_6,True,65.0,65.0,inovis,10 capsules,strip,aceclofenac 100.0 mg/rabeprazole 20.0 mg,dolovi,capsule
source_6-76042,dolovis sp 100/325/15 mg tablet 10,source_6,True,108.0,108.0,inovis,10 tablets,strip,aceclofenac 100.0 mg/serratiopeptidase 15.0 mg/paracetamol/acetaminophen 325.0 mg,dolovi,tablet
source_7-90661,dolovistpg tablet sr,source_7,True,199.0,193.0,lifevista,10 tablets,strip,aceclofenac 200.0 mg/pregabalin 75.0 mg,dolovist,tablet
source_7-90662,dolovistsp tablet,source_7,True,80.0,77.6,lifevista,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/serratiopeptidase 15.0 mg,dolovist,tablet
source_6-76043,doloviz drops 5 ml,source_6,False,15.5,13.64,ochoa,5.0 ml,bottle,piroxicam 20.0 mg,doloviz,eye drop
source_1-65301,dolowalk 50 mg/500 mg tablet,source_1,True,32.0,28.16,invision medi sciences,10 tablets,strip,diclofenac 50.0 mg/paracetamol 500.0 mg,dolowalk,tablet
source_6-76044,dolowalk gel,source_6,False,77.0,67.76,invision medi sciences,30.0 g,tube,benzyl alcohol/diclofenac diethylamine/menthol/methyl salicylate/oleum,dolowalk,gel
source_6-76045,dolowalk injection 3 ml,source_6,True,7.0,6.16,invision medi sciences,3 ml,vial,diclofenac sodium,dolowalk,injection
source_6-76046,dolowalk mr tablets,source_6,True,35.0,30.8,invision medi sciences,10 tablets,strip,chlorzoxazone/diclofenac sodium/paracetamol,dolowalk,tablet
source_6-76047,dolowalk s tablets,source_6,True,162.3,142.82,invision medi sciences,10 tablets,strip,diclofenac potassium/serratiopeptidase,dolowalk,tablet
source_6-76048,dolowalk tablets,source_6,True,145.61,128.08,invision medi sciences,10 tablets,strip,diclofenac sodium/paracetamol,dolowalk,tablet
source_6-76049,dolowell gel 30 gm,source_6,False,85.0,85.0,uniwell medicare,30.0 g,tube,methyl salicylate 10.0 %w/w/linseed oil 3.0 %w/w/diclofen diethylamine 1.2 %w/w/menthol 5.0 %w/w,dolowell,gel
source_1-65302,dolowell gel 30 gm,source_1,False,85.0,74.8,uniwell medicare,30.0 g,tube,diclofenac 1.0 %w/w/linseed oil 3.0 %w/w/menthol 5.0 %w/w/methyl salicylate 10.0 %w/w,dolowell,gel
source_7-90664,dolowell sp 100 mg/325 mg/15 mg tablet,source_7,True,92.0,89.2,uniwell medicare,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/serratiopeptidase 15.0 mg,dolowell,tablet
source_1-65303,dolowhite emulsion 100 ml,source_1,False,285.0,285.0,dr jrk,100.0 ml,bottle,piroxicam 20.0 mg,dolowhite,emulsion
source_1-65304,dolowhite emulsion 50 ml,source_1,False,165.0,145.2,dr jrk,50.0 ml,bottle,piroxicam 20.0 mg,dolowhite,emulsion
source_6-76050,dolowin 100 mg strip of 10 tablets,source_6,True,60.0,60.0,micro,10 tablets,strip,aceclofenac 100.0 mg,dolowin,tablet
source_1-65305,dolowin 100 mg tablet 10's,source_1,True,60.0,52.8,micro,10 tablets,strip,aceclofenac 100.0 mg,dolowin,tablet
source_6-76051,dolowin forte strip of 10 tablets,source_6,True,162.0,150.66,micro,10 tablets,strip,aceclofenac 100.0 mg/serratiopeptidase 15.0 mg/paracetamol/acetaminophen 325.0 mg,dolowin,tablet
source_2-39803,dolowin forte tablet,source_2,True,125.0,102.5,micro,Unknown,strip,aceclofenac 100.0 mg/paracetamol/acetaminophen 500.0 mg/,dolowin,tablet
source_1-65306,dolowin forte tablet 10's,source_1,True,162.0,142.6,micro,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/serratiopeptidase 15.0 mg,dolowin,tablet
source_6-76052,dolowin gel,source_6,False,122.0,122.0,micro,30.0 g,tube,methyl salicylate 10.0 %/menthol 5.0 %/capsaicin 0.0 %/linseed oil 3.0 %,dolowin,gel
source_1-65307,dolowin gel 30 gm,source_1,True,122.0,107.4,micro,30.0 g,tube,capsaicin 0.0 %w/w/diclofenac diethylamine 1.2 %w/w/menthol 5.0 %w/w/methyl salicylate 10.0 %w/w/virgin linseed oil 3.0 %w/w,dolowin,gel
source_6-76053,dolowin injection,source_6,True,5.0,4.4,micro,1 ml,vial,aceclofenac 150.0 mg,dolowin,injection
source_6-76054,dolowin mr strip of 10 tablets,source_6,True,106.0,93.28,micro,10 tablets,strip,chlorzoxazone 250.0 mg/aceclofenac 100.0 mg/paracetamol/acetaminophen 325.0 mg,dolowin,tablet
source_7-90667,dolowinmr tablet,source_7,True,106.0,84.6,micro,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg/chlorzoxazone 250.0 mg,dolowin,tablet
source_1-65308,dolowin mr tablet 10's,source_1,True,106.0,93.3,micro,10 tablets,strip,aceclofenac 100.0 mg/chlorzoxazone 250.0 mg/paracetamol 500.0 mg,dolowin,tablet
source_1-65309,dolowin nano gel 30 gm,source_1,False,122.0,107.4,micro,30.0 g,tube,capsaicin 0.0 %w/w/diclofenac 1.0 %w/w/menthol 5.0 %w/w/methyl salicylate 10.0 %w/w/virgin linseed oil 3.0 %w/w,dolowin,gel
source_2-39806,dolowin old tablet,source_2,True,25.47,20.89,micro,Unknown,strip,pentazocine na,dolowin,tablet
source_6-76055,dolowin old tablet 10,source_6,True,25.47,22.41,micro,10 tablets,strip,pentazocine,dolowin,tablet
source_6-76056,dolowin plus strip of 10 tablets,source_6,True,82.0,72.16,micro,10 tablets,strip,aceclofenac 100.0 mg/paracetamol/acetaminophen 500.0 mg,dolowin,tablet
source_3-2161,dolowin plus tab 1 x10,source_3,True,82.0,69.7,micro,10 tablets,strip,aceclofenac 100.0 mg/paracetamol/acetaminophen 500.0 mg,dolowin,tablet
source_7-90668,dolowinplus tablet,source_7,True,82.0,69.3,micro,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg,dolowin,tablet
source_1-65310,dolowin plus tablet 10's,source_1,True,82.0,72.2,micro,10 tablets,strip,aceclofenac 100.0 mg/paracetamol 325.0 mg,dolowin,tablet
source_6-76057,dolowin spas strip of 10 tablets,source_6,True,119.67,105.31,micro,10 tablets,strip,drotaverine 80.0 mg/aceclofenac 100.0 mg,dolowin,tablet
source_3-2162,dolowin spas tab 1 x10,source_3,True,119.0,101.15,micro,10 tablets,strip,aceclofenac 100.0 mg/drotaverine 80.0 mg,dolowin,tablet
source_2-39808,dolowin spas tablet,source_2,True,130.0,106.6,micro,Unknown,strip,drotaverine 80.0 mg/aceclofenac 100.0 mg,dolowin,tablet
source_1-65311,dolowin spas tablet 10's,source_1,True,130.0,114.4,micro,10 tablets,strip,aceclofenac 100.0 mg/drotaverine 80.0 mg,dolowin,tablet
source_6-76058,dolowin sr 200 mg strip of 10 tablets,source_6,True,86.0,75.68,micro,10 tablets,strip,aceclofenac 200.0 mg,dolowin,tablet
source_2-39809,dolowinsr tablet,source_2,True,72.0,59.04,micro,Unknown,strip,aceclofenac 200.0 mg,dolowin,tablet
source_1-65312,dolowin sr tablet 10's,source_1,True,94.0,82.7,micro,10 tablets,strip,aceclofenac 200.0 mg,dolowin,tablet
source_2-39810,dolowin t 50 mg/500 mg tablet,source_2,True,45.0,36.9,national chemical works,Unknown,strip,tramadol 50.0 mg/paracetamol/acetaminophen 500.0 mg,dolowin,tablet
source_2-39811,dolowin tablet,source_2,True,60.0,49.2,micro,Unknown,strip,aceclofenac 100.0 mg,dolowin,tablet
source_6-76059,dolowin tc 4 strip of 10 tablets,source_6,True,162.0,162.0,micro,10 tablets,strip,aceclofenac 100.0 mg/thiocolchicoside 4.0 mg,dolowin,tablet
source_2-39812,dolowin tc 4 tablet,source_2,True,162.0,132.84,micro,Unknown,strip,aceclofenac 100.0 mg/thiocolchicoside 4.0 mg,dolowin,tablet
source_1-65313,dolowin tc 4 tablet 10's,source_1,True,192.0,169.0,micro,10 tablets,strip,aceclofenac 100.0 mg/thiocolchicoside 4.0 mg,dolowin,tablet
source_6-76060,dolowin tc 8 mg strip of 10 tablets,source_6,True,260.0,260.0,micro,10 tablets,strip,aceclofenac 100.0 mg/thiocolchicoside 8.0 mg,dolowin,tablet
source_7-90674,dolowin tc 8 tablet,source_7,True,260.0,255.0,micro,10 tablets,strip,aceclofenac 100.0 mg/thiocolchicoside 8.0 mg,dolowin,tablet
source_1-65314,dolowin tc 8 tablet 10's,source_1,True,284.0,249.9,micro,10 tablets,strip,aceclofenac 100.0 mg/thiocolchicoside 8.0 mg,dolowin,tablet
source_7-90675,dolowind aq injection,source_7,True,15.0,14.5,glanwind,1 ml,vial,diclofenac 75.0 mg,dolowind,injection
source_7-90676,dolox 20 mg tablet dt,source_7,True,39.0,37.8,aronex,10 tablets,strip,piroxicam 20.0 mg,dolox,tablet
source_7-90677,dolox 40 mg injection,source_7,True,145.61,128.08,aronex,Unknown,vial,piroxicam 40.0 mg,dolox,injection
source_6-76062,dolox dt 20 mg tablets,source_6,True,39.0,34.32,aronex,10 tablets,strip,piroxicam 20.0 mg,dolox,tablet
source_7-90678,doloxer 650 mg tablet,source_7,False,145.61,26.9,alisier,15 tablets,strip,paracetamol 650.0 mg,doloxer,tablet
source_6-76063,doloxia 90 mg strip of 10 tablets,source_6,True,99.0,87.12,dolopharma,10 tablets,strip,etoricoxib 90.0 mg,doloxia,tablet
source_1-65316,doloxicam 20 mg/2 ml inj,source_1,True,241.0,212.1,troikaa,2 ml,ampoule,piroxicam 20.0 mg,doloxicam,injection
source_1-65317,doloxicam 20 mg dt tablet 15's,source_1,True,216.5,190.5,troikaa,15 tablets,strip,piroxicam 20.0 mg,doloxicam,tablet
source_6-76064,doloxicam ampoule of 2 ml injection,source_6,True,53.08,46.71,troikaa,2 ml,ampoule,piroxicam 40.0 mg,doloxicam,injection
source_3-2163,doloxicam dt 20 mg tab 1 x15,source_3,True,216.59,184.1,troikaa,15 tablets,strip,piroxicam 20.0 mg,doloxicam,tablet
source_6-76065,doloxicam dt strip of 15 tablets,source_6,True,179.0,157.52,troikaa,15 tablets,strip,piroxicam 20.0 mg,doloxicam,tablet
